"","city","word","n","total","rank","term frequency"
"1632","Boston","hoot",10,690688,1632,1.44783172720534e-05
"1633","Boston","horrify",10,690688,1633,1.44783172720534e-05
"1634","Boston","humanity",10,690688,1634,1.44783172720534e-05
"1635","Boston","hysterical",10,690688,1635,1.44783172720534e-05
"1636","Boston","inferior",10,690688,1636,1.44783172720534e-05
"1637","Boston","invitation",10,690688,1637,1.44783172720534e-05
"1638","Boston","judgement",10,690688,1638,1.44783172720534e-05
"1639","Boston","letter",10,690688,1639,1.44783172720534e-05
"1640","Boston","miserably",10,690688,1640,1.44783172720534e-05
"1641","Boston","misfortune",10,690688,1641,1.44783172720534e-05
"1642","Boston","nap",10,690688,1642,1.44783172720534e-05
"1643","Boston","nation",10,690688,1643,1.44783172720534e-05
"1644","Boston","oblivion",10,690688,1644,1.44783172720534e-05
"1645","Boston","organ",10,690688,1645,1.44783172720534e-05
"1646","Boston","rapid",10,690688,1646,1.44783172720534e-05
"1647","Boston","relieve",10,690688,1647,1.44783172720534e-05
"1648","Boston","resource",10,690688,1648,1.44783172720534e-05
"1649","Boston","stage",10,690688,1649,1.44783172720534e-05
"1650","Boston","stalk",10,690688,1650,1.44783172720534e-05
"1651","Boston","stink",10,690688,1651,1.44783172720534e-05
"1652","Boston","strain",10,690688,1652,1.44783172720534e-05
"1653","Boston","sue",10,690688,1653,1.44783172720534e-05
"1654","Boston","terrorist",10,690688,1654,1.44783172720534e-05
"1655","Boston","uninteresting",10,690688,1655,1.44783172720534e-05
"1656","Boston","vent",10,690688,1656,1.44783172720534e-05
"1657","Boston","achievement",9,690688,1657,1.3030485544848e-05
"1658","Boston","addict",9,690688,1658,1.3030485544848e-05
"1659","Boston","agony",9,690688,1659,1.3030485544848e-05
"1660","Boston","backwards",9,690688,1660,1.3030485544848e-05
"1661","Boston","bacterium",9,690688,1661,1.3030485544848e-05
"1662","Boston","begin",9,690688,1662,1.3030485544848e-05
"1663","Boston","bounce",9,690688,1663,1.3030485544848e-05
"1664","Boston","breezy",9,690688,1664,1.3030485544848e-05
"1665","Boston","carcass",9,690688,1665,1.3030485544848e-05
"1666","Boston","charitable",9,690688,1666,1.3030485544848e-05
"1667","Boston","charity",9,690688,1667,1.3030485544848e-05
"1668","Boston","checklist",9,690688,1668,1.3030485544848e-05
"1669","Boston","cholera",9,690688,1669,1.3030485544848e-05
"1670","Boston","clash",9,690688,1670,1.3030485544848e-05
"1671","Boston","clumsy",9,690688,1671,1.3030485544848e-05
"1672","Boston","commend",9,690688,1672,1.3030485544848e-05
"1673","Boston","conflict",9,690688,1673,1.3030485544848e-05
"1674","Boston","contempt",9,690688,1674,1.3030485544848e-05
"1675","Boston","cosmopolitan",9,690688,1675,1.3030485544848e-05
"1676","Boston","criminal",9,690688,1676,1.3030485544848e-05
"1677","Boston","cue",9,690688,1677,1.3030485544848e-05
"1678","Boston","decorate",9,690688,1678,1.3030485544848e-05
"1679","Boston","discriminate",9,690688,1679,1.3030485544848e-05
"1680","Boston","disgruntled",9,690688,1680,1.3030485544848e-05
"1681","Boston","disparity",9,690688,1681,1.3030485544848e-05
"1682","Boston","emotional",9,690688,1682,1.3030485544848e-05
"1683","Boston","eternity",9,690688,1683,1.3030485544848e-05
"1684","Boston","exercise",9,690688,1684,1.3030485544848e-05
"1685","Boston","familiarity",9,690688,1685,1.3030485544848e-05
"1686","Boston","ferocious",9,690688,1686,1.3030485544848e-05
"1687","Boston","flagship",9,690688,1687,1.3030485544848e-05
"1688","Boston","font",9,690688,1688,1.3030485544848e-05
"1689","Boston","forbid",9,690688,1689,1.3030485544848e-05
"1690","Boston","fraud",9,690688,1690,1.3030485544848e-05
"1691","Boston","gag",9,690688,1691,1.3030485544848e-05
"1692","Boston","gasp",9,690688,1692,1.3030485544848e-05
"1693","Boston","gent",9,690688,1693,1.3030485544848e-05
"1694","Boston","giggle",9,690688,1694,1.3030485544848e-05
"1695","Boston","glimmer",9,690688,1695,1.3030485544848e-05
"1696","Boston","gooood",9,690688,1696,1.3030485544848e-05
"1697","Boston","heartfelt",9,690688,1697,1.3030485544848e-05
"1698","Boston","hog",9,690688,1698,1.3030485544848e-05
"1699","Boston","homework",9,690688,1699,1.3030485544848e-05
"1700","Boston","innocent",9,690688,1700,1.3030485544848e-05
"1701","Boston","intelligence",9,690688,1701,1.3030485544848e-05
"1702","Boston","intimately",9,690688,1702,1.3030485544848e-05
"1703","Boston","mainstay",9,690688,1703,1.3030485544848e-05
"1704","Boston","mental",9,690688,1704,1.3030485544848e-05
"1705","Boston","notoriety",9,690688,1705,1.3030485544848e-05
"1706","Boston","paucity",9,690688,1706,1.3030485544848e-05
"1707","Boston","peeve",9,690688,1707,1.3030485544848e-05
"1708","Boston","pointless",9,690688,1708,1.3030485544848e-05
"1709","Boston","promo",9,690688,1709,1.3030485544848e-05
"1710","Boston","prove",9,690688,1710,1.3030485544848e-05
"1711","Boston","resist",9,690688,1711,1.3030485544848e-05
"1712","Boston","revolt",9,690688,1712,1.3030485544848e-05
"1713","Boston","rumor",9,690688,1713,1.3030485544848e-05
"1714","Boston","shun",9,690688,1714,1.3030485544848e-05
"1715","Boston","sly",9,690688,1715,1.3030485544848e-05
"1716","Boston","spear",9,690688,1716,1.3030485544848e-05
"1717","Boston","splendor",9,690688,1717,1.3030485544848e-05
"1718","Boston","thank",9,690688,1718,1.3030485544848e-05
"1719","Boston","urgent",9,690688,1719,1.3030485544848e-05
"1720","Boston","venerable",9,690688,1720,1.3030485544848e-05
"1721","Boston","voucher",9,690688,1721,1.3030485544848e-05
"1722","Boston","widow",9,690688,1722,1.3030485544848e-05
"1723","Boston","worthless",9,690688,1723,1.3030485544848e-05
"1724","Boston","yuk",9,690688,1724,1.3030485544848e-05
"1725","Boston","abrupt",8,690688,1725,1.15826538176427e-05
"1726","Boston","accolade",8,690688,1726,1.15826538176427e-05
"1727","Boston","aggression",8,690688,1727,1.15826538176427e-05
"1728","Boston","agreement",8,690688,1728,1.15826538176427e-05
"1729","Boston","anger",8,690688,1729,1.15826538176427e-05
"1730","Boston","announcement",8,690688,1730,1.15826538176427e-05
"1731","Boston","approval",8,690688,1731,1.15826538176427e-05
"1732","Boston","atrocity",8,690688,1732,1.15826538176427e-05
"1733","Boston","aura",8,690688,1733,1.15826538176427e-05
"1734","Boston","await",8,690688,1734,1.15826538176427e-05
"1735","Boston","awareness",8,690688,1735,1.15826538176427e-05
"1736","Boston","bait",8,690688,1736,1.15826538176427e-05
"1737","Boston","blemish",8,690688,1737,1.15826538176427e-05
"1738","Boston","cannon",8,690688,1738,1.15826538176427e-05
"1739","Boston","cement",8,690688,1739,1.15826538176427e-05
"1740","Boston","chant",8,690688,1740,1.15826538176427e-05
"1741","Boston","cherish",8,690688,1741,1.15826538176427e-05
"1742","Boston","christ",8,690688,1742,1.15826538176427e-05
"1743","Boston","clamor",8,690688,1743,1.15826538176427e-05
"1744","Boston","cloudy",8,690688,1744,1.15826538176427e-05
"1745","Boston","coffin",8,690688,1745,1.15826538176427e-05
"1746","Boston","coldness",8,690688,1746,1.15826538176427e-05
"1747","Boston","comatose",8,690688,1747,1.15826538176427e-05
"1748","Boston","commendable",8,690688,1748,1.15826538176427e-05
"1749","Boston","conquer",8,690688,1749,1.15826538176427e-05
"1750","Boston","conscience",8,690688,1750,1.15826538176427e-05
"1751","Boston","consult",8,690688,1751,1.15826538176427e-05
"1752","Boston","coup",8,690688,1752,1.15826538176427e-05
"1753","Boston","creature",8,690688,1753,1.15826538176427e-05
"1754","Boston","crescendo",8,690688,1754,1.15826538176427e-05
"1755","Boston","defeat",8,690688,1755,1.15826538176427e-05
"1756","Boston","delirium",8,690688,1756,1.15826538176427e-05
"1757","Boston","deteriorate",8,690688,1757,1.15826538176427e-05
"1758","Boston","diary",8,690688,1758,1.15826538176427e-05
"1759","Boston","dignity",8,690688,1759,1.15826538176427e-05
"1760","Boston","disconnect",8,690688,1760,1.15826538176427e-05
"1761","Boston","dispute",8,690688,1761,1.15826538176427e-05
"1762","Boston","disturb",8,690688,1762,1.15826538176427e-05
"1763","Boston","disturbance",8,690688,1763,1.15826538176427e-05
"1764","Boston","dubious",8,690688,1764,1.15826538176427e-05
"1765","Boston","dump",8,690688,1765,1.15826538176427e-05
"1766","Boston","earthquake",8,690688,1766,1.15826538176427e-05
"1767","Boston","edition",8,690688,1767,1.15826538176427e-05
"1768","Boston","expertise",8,690688,1768,1.15826538176427e-05
"1769","Boston","fellas",8,690688,1769,1.15826538176427e-05
"1770","Boston","flirt",8,690688,1770,1.15826538176427e-05
"1771","Boston","flow",8,690688,1771,1.15826538176427e-05
"1772","Boston","forearm",8,690688,1772,1.15826538176427e-05
"1773","Boston","friendship",8,690688,1773,1.15826538176427e-05
"1774","Boston","funday",8,690688,1774,1.15826538176427e-05
"1775","Boston","godsend",8,690688,1775,1.15826538176427e-05
"1776","Boston","grave",8,690688,1776,1.15826538176427e-05
"1777","Boston","grumble",8,690688,1777,1.15826538176427e-05
"1778","Boston","gush",8,690688,1778,1.15826538176427e-05
"1779","Boston","hail",8,690688,1779,1.15826538176427e-05
"1780","Boston","hairy",8,690688,1780,1.15826538176427e-05
"1781","Boston","hallelujah",8,690688,1781,1.15826538176427e-05
"1782","Boston","harm",8,690688,1782,1.15826538176427e-05
"1783","Boston","hellish",8,690688,1783,1.15826538176427e-05
"1784","Boston","huff",8,690688,1784,1.15826538176427e-05
"1785","Boston","illness",8,690688,1785,1.15826538176427e-05
"1786","Boston","immature",8,690688,1786,1.15826538176427e-05
"1787","Boston","incase",8,690688,1787,1.15826538176427e-05
"1788","Boston","incomplete",8,690688,1788,1.15826538176427e-05
"1789","Boston","independence",8,690688,1789,1.15826538176427e-05
"1790","Boston","inquiry",8,690688,1790,1.15826538176427e-05
"1791","Boston","institute",8,690688,1791,1.15826538176427e-05
"1792","Boston","intelligent",8,690688,1792,1.15826538176427e-05
"1793","Boston","jar",8,690688,1793,1.15826538176427e-05
"1794","Boston","jitter",8,690688,1794,1.15826538176427e-05
"1795","Boston","khan",8,690688,1795,1.15826538176427e-05
"1796","Boston","kidnap",8,690688,1796,1.15826538176427e-05
"1797","Boston","lion",8,690688,1797,1.15826538176427e-05
"1798","Boston","lookout",8,690688,1798,1.15826538176427e-05
"1799","Boston","loudness",8,690688,1799,1.15826538176427e-05
"1800","Boston","lounge",8,690688,1800,1.15826538176427e-05
"1801","Boston","lovable",8,690688,1801,1.15826538176427e-05
"1802","Boston","lumpy",8,690688,1802,1.15826538176427e-05
"1803","Boston","luncheon",8,690688,1803,1.15826538176427e-05
"1804","Boston","marvel",8,690688,1804,1.15826538176427e-05
"1805","Boston","moat",8,690688,1805,1.15826538176427e-05
"1806","Boston","motion",8,690688,1806,1.15826538176427e-05
"1807","Boston","nuisance",8,690688,1807,1.15826538176427e-05
"1808","Boston","openly",8,690688,1808,1.15826538176427e-05
"1809","Boston","outpost",8,690688,1809,1.15826538176427e-05
"1810","Boston","picturesque",8,690688,1810,1.15826538176427e-05
"1811","Boston","predict",8,690688,1811,1.15826538176427e-05
"1812","Boston","prize",8,690688,1812,1.15826538176427e-05
"1813","Boston","rape",8,690688,1813,1.15826538176427e-05
"1814","Boston","reverence",8,690688,1814,1.15826538176427e-05
"1815","Boston","rhythm",8,690688,1815,1.15826538176427e-05
"1816","Boston","saloon",8,690688,1816,1.15826538176427e-05
"1817","Boston","salute",8,690688,1817,1.15826538176427e-05
"1818","Boston","savage",8,690688,1818,1.15826538176427e-05
"1819","Boston","scoff",8,690688,1819,1.15826538176427e-05
"1820","Boston","separation",8,690688,1820,1.15826538176427e-05
"1821","Boston","shiver",8,690688,1821,1.15826538176427e-05
"1822","Boston","sickly",8,690688,1822,1.15826538176427e-05
"1823","Boston","sinner",8,690688,1823,1.15826538176427e-05
"1824","Boston","slash",8,690688,1824,1.15826538176427e-05
"1825","Boston","sneeze",8,690688,1825,1.15826538176427e-05
"1826","Boston","sprite",8,690688,1826,1.15826538176427e-05
"1827","Boston","spur",8,690688,1827,1.15826538176427e-05
"1828","Boston","stake",8,690688,1828,1.15826538176427e-05
"1829","Boston","stupendous",8,690688,1829,1.15826538176427e-05
"1830","Boston","submit",8,690688,1830,1.15826538176427e-05
"1831","Boston","surgery",8,690688,1831,1.15826538176427e-05
"1832","Boston","thx",8,690688,1832,1.15826538176427e-05
"1833","Boston","tirade",8,690688,1833,1.15826538176427e-05
"1834","Boston","tragedy",8,690688,1834,1.15826538176427e-05
"1835","Boston","triumph",8,690688,1835,1.15826538176427e-05
"1836","Boston","twinkle",8,690688,1836,1.15826538176427e-05
"1837","Boston","uncertain",8,690688,1837,1.15826538176427e-05
"1838","Boston","vulture",8,690688,1838,1.15826538176427e-05
"1839","Boston","wimp",8,690688,1839,1.15826538176427e-05
"1840","Boston","wince",8,690688,1840,1.15826538176427e-05
"1841","Boston","wisdom",8,690688,1841,1.15826538176427e-05
"1842","Boston","witness",8,690688,1842,1.15826538176427e-05
"1843","Boston","woefully",8,690688,1843,1.15826538176427e-05
"1844","Boston","workout",8,690688,1844,1.15826538176427e-05
"1845","Boston","animate",7,690688,1845,1.01348220904374e-05
"1846","Boston","blissful",7,690688,1846,1.01348220904374e-05
"1847","Boston","chart",7,690688,1847,1.01348220904374e-05
"1848","Boston","coincidence",7,690688,1848,1.01348220904374e-05
"1849","Boston","commotion",7,690688,1849,1.01348220904374e-05
"1850","Boston","conscientious",7,690688,1850,1.01348220904374e-05
"1851","Boston","contaminate",7,690688,1851,1.01348220904374e-05
"1852","Boston","courage",7,690688,1852,1.01348220904374e-05
"1853","Boston","crabby",7,690688,1853,1.01348220904374e-05
"1854","Boston","crucial",7,690688,1854,1.01348220904374e-05
"1855","Boston","dependent",7,690688,1855,1.01348220904374e-05
"1856","Boston","deprive",7,690688,1856,1.01348220904374e-05
"1857","Boston","devastate",7,690688,1857,1.01348220904374e-05
"1858","Boston","diamond",7,690688,1858,1.01348220904374e-05
"1859","Boston","dishearten",7,690688,1859,1.01348220904374e-05
"1860","Boston","distasteful",7,690688,1860,1.01348220904374e-05
"1861","Boston","drab",7,690688,1861,1.01348220904374e-05
"1862","Boston","eagle",7,690688,1862,1.01348220904374e-05
"1863","Boston","erase",7,690688,1863,1.01348220904374e-05
"1864","Boston","filthy",7,690688,1864,1.01348220904374e-05
"1865","Boston","flood",7,690688,1865,1.01348220904374e-05
"1866","Boston","form",7,690688,1866,1.01348220904374e-05
"1867","Boston","formidable",7,690688,1867,1.01348220904374e-05
"1868","Boston","frantically",7,690688,1868,1.01348220904374e-05
"1869","Boston","fret",7,690688,1869,1.01348220904374e-05
"1870","Boston","gelatin",7,690688,1870,1.01348220904374e-05
"1871","Boston","goo",7,690688,1871,1.01348220904374e-05
"1872","Boston","goofy",7,690688,1872,1.01348220904374e-05
"1873","Boston","grit",7,690688,1873,1.01348220904374e-05
"1874","Boston","hazard",7,690688,1874,1.01348220904374e-05
"1875","Boston","holder",7,690688,1875,1.01348220904374e-05
"1876","Boston","hollow",7,690688,1876,1.01348220904374e-05
"1877","Boston","illusion",7,690688,1877,1.01348220904374e-05
"1878","Boston","impolite",7,690688,1878,1.01348220904374e-05
"1879","Boston","injure",7,690688,1879,1.01348220904374e-05
"1880","Boston","intact",7,690688,1880,1.01348220904374e-05
"1881","Boston","integrity",7,690688,1881,1.01348220904374e-05
"1882","Boston","journeyman",7,690688,1882,1.01348220904374e-05
"1883","Boston","mafia",7,690688,1883,1.01348220904374e-05
"1884","Boston","mag",7,690688,1884,1.01348220904374e-05
"1885","Boston","necessity",7,690688,1885,1.01348220904374e-05
"1886","Boston","orchard",7,690688,1886,1.01348220904374e-05
"1887","Boston","overrun",7,690688,1887,1.01348220904374e-05
"1888","Boston","pompous",7,690688,1888,1.01348220904374e-05
"1889","Boston","president",7,690688,1889,1.01348220904374e-05
"1890","Boston","princess",7,690688,1890,1.01348220904374e-05
"1891","Boston","prospect",7,690688,1891,1.01348220904374e-05
"1892","Boston","protect",7,690688,1892,1.01348220904374e-05
"1893","Boston","puke",7,690688,1893,1.01348220904374e-05
"1894","Boston","recur",7,690688,1894,1.01348220904374e-05
"1895","Boston","refuge",7,690688,1895,1.01348220904374e-05
"1896","Boston","resign",7,690688,1896,1.01348220904374e-05
"1897","Boston","scold",7,690688,1897,1.01348220904374e-05
"1898","Boston","snake",7,690688,1898,1.01348220904374e-05
"1899","Boston","spine",7,690688,1899,1.01348220904374e-05
"1900","Boston","spoiler",7,690688,1900,1.01348220904374e-05
"1901","Boston","subject",7,690688,1901,1.01348220904374e-05
"1902","Boston","sunrise",7,690688,1902,1.01348220904374e-05
"1903","Boston","trance",7,690688,1903,1.01348220904374e-05
"1904","Boston","tranquil",7,690688,1904,1.01348220904374e-05
"1905","Boston","unquestionably",7,690688,1905,1.01348220904374e-05
"1906","Boston","unsuspecting",7,690688,1906,1.01348220904374e-05
"1907","Boston","uplift",7,690688,1907,1.01348220904374e-05
"1908","Boston","veteran",7,690688,1908,1.01348220904374e-05
"1909","Boston","whore",7,690688,1909,1.01348220904374e-05
"1910","Boston","abide",6,690688,1910,8.68699036323202e-06
"1911","Boston","abnormal",6,690688,1911,8.68699036323202e-06
"1912","Boston","admirable",6,690688,1912,8.68699036323202e-06
"1913","Boston","admiration",6,690688,1913,8.68699036323202e-06
"1914","Boston","adoration",6,690688,1914,8.68699036323202e-06
"1915","Boston","advocate",6,690688,1915,8.68699036323202e-06
"1916","Boston","affection",6,690688,1916,8.68699036323202e-06
"1917","Boston","agreeable",6,690688,1917,8.68699036323202e-06
"1918","Boston","alert",6,690688,1918,8.68699036323202e-06
"1919","Boston","amen",6,690688,1919,8.68699036323202e-06
"1920","Boston","antidote",6,690688,1920,8.68699036323202e-06
"1921","Boston","austere",6,690688,1921,8.68699036323202e-06
"1922","Boston","balm",6,690688,1922,8.68699036323202e-06
"1923","Boston","betroth",6,690688,1923,8.68699036323202e-06
"1924","Boston","bewilder",6,690688,1924,8.68699036323202e-06
"1925","Boston","bitterly",6,690688,1925,8.68699036323202e-06
"1926","Boston","blindfold",6,690688,1926,8.68699036323202e-06
"1927","Boston","bloom",6,690688,1927,8.68699036323202e-06
"1928","Boston","bogus",6,690688,1928,8.68699036323202e-06
"1929","Boston","cautiously",6,690688,1929,8.68699036323202e-06
"1930","Boston","certify",6,690688,1930,8.68699036323202e-06
"1931","Boston","champion",6,690688,1931,8.68699036323202e-06
"1932","Boston","choke",6,690688,1932,8.68699036323202e-06
"1933","Boston","civilize",6,690688,1933,8.68699036323202e-06
"1934","Boston","claustrophobia",6,690688,1934,8.68699036323202e-06
"1935","Boston","collapse",6,690688,1935,8.68699036323202e-06
"1936","Boston","combat",6,690688,1936,8.68699036323202e-06
"1937","Boston","coronation",6,690688,1937,8.68699036323202e-06
"1938","Boston","county",6,690688,1938,8.68699036323202e-06
"1939","Boston","coward",6,690688,1939,8.68699036323202e-06
"1940","Boston","cramp",6,690688,1940,8.68699036323202e-06
"1941","Boston","crash",6,690688,1941,8.68699036323202e-06
"1942","Boston","cuddle",6,690688,1942,8.68699036323202e-06
"1943","Boston","cur",6,690688,1943,8.68699036323202e-06
"1944","Boston","dastardly",6,690688,1944,8.68699036323202e-06
"1945","Boston","debt",6,690688,1945,8.68699036323202e-06
"1946","Boston","defend",6,690688,1946,8.68699036323202e-06
"1947","Boston","derange",6,690688,1947,8.68699036323202e-06
"1948","Boston","devout",6,690688,1948,8.68699036323202e-06
"1949","Boston","disapprove",6,690688,1949,8.68699036323202e-06
"1950","Boston","discourage",6,690688,1950,8.68699036323202e-06
"1951","Boston","discreet",6,690688,1951,8.68699036323202e-06
"1952","Boston","distort",6,690688,1952,8.68699036323202e-06
"1953","Boston","divorce",6,690688,1953,8.68699036323202e-06
"1954","Boston","educational",6,690688,1954,8.68699036323202e-06
"1955","Boston","elate",6,690688,1955,8.68699036323202e-06
"1956","Boston","ensemble",6,690688,1956,8.68699036323202e-06
"1957","Boston","entrails",6,690688,1957,8.68699036323202e-06
"1958","Boston","epidemic",6,690688,1958,8.68699036323202e-06
"1959","Boston","eschew",6,690688,1959,8.68699036323202e-06
"1960","Boston","estimation",6,690688,1960,8.68699036323202e-06
"1961","Boston","examination",6,690688,1961,8.68699036323202e-06
"1962","Boston","expedient",6,690688,1962,8.68699036323202e-06
"1963","Boston","expose",6,690688,1963,8.68699036323202e-06
"1964","Boston","fleece",6,690688,1964,8.68699036323202e-06
"1965","Boston","formula",6,690688,1965,8.68699036323202e-06
"1966","Boston","fortress",6,690688,1966,8.68699036323202e-06
"1967","Boston","fraudulent",6,690688,1967,8.68699036323202e-06
"1968","Boston","frenetic",6,690688,1968,8.68699036323202e-06
"1969","Boston","frenzied",6,690688,1969,8.68699036323202e-06
"1970","Boston","garish",6,690688,1970,8.68699036323202e-06
"1971","Boston","getaway",6,690688,1971,8.68699036323202e-06
"1972","Boston","giddy",6,690688,1972,8.68699036323202e-06
"1973","Boston","goal",6,690688,1973,8.68699036323202e-06
"1974","Boston","grandfather",6,690688,1974,8.68699036323202e-06
"1975","Boston","grievance",6,690688,1975,8.68699036323202e-06
"1976","Boston","grouchy",6,690688,1976,8.68699036323202e-06
"1977","Boston","growth",6,690688,1977,8.68699036323202e-06
"1978","Boston","hag",6,690688,1978,8.68699036323202e-06
"1979","Boston","handicap",6,690688,1979,8.68699036323202e-06
"1980","Boston","haze",6,690688,1980,8.68699036323202e-06
"1981","Boston","hideous",6,690688,1981,8.68699036323202e-06
"1982","Boston","hippie",6,690688,1982,8.68699036323202e-06
"1983","Boston","hopeless",6,690688,1983,8.68699036323202e-06
"1984","Boston","humiliation",6,690688,1984,8.68699036323202e-06
"1985","Boston","impatiently",6,690688,1985,8.68699036323202e-06
"1986","Boston","inauguration",6,690688,1986,8.68699036323202e-06
"1987","Boston","inefficiency",6,690688,1987,8.68699036323202e-06
"1988","Boston","ineptitude",6,690688,1988,8.68699036323202e-06
"1989","Boston","interminable",6,690688,1989,8.68699036323202e-06
"1990","Boston","intermission",6,690688,1990,8.68699036323202e-06
"1991","Boston","interview",6,690688,1991,8.68699036323202e-06
"1992","Boston","intimidate",6,690688,1992,8.68699036323202e-06
"1993","Boston","irritation",6,690688,1993,8.68699036323202e-06
"1994","Boston","jovial",6,690688,1994,8.68699036323202e-06
"1995","Boston","lake",6,690688,1995,8.68699036323202e-06
"1996","Boston","landmark",6,690688,1996,8.68699036323202e-06
"1997","Boston","lax",6,690688,1997,8.68699036323202e-06
"1998","Boston","livid",6,690688,1998,8.68699036323202e-06
"1999","Boston","loathe",6,690688,1999,8.68699036323202e-06
"2000","Boston","massage",6,690688,2000,8.68699036323202e-06
"2001","Boston","menace",6,690688,2001,8.68699036323202e-06
"2002","Boston","merit",6,690688,2002,8.68699036323202e-06
"2003","Boston","monstrous",6,690688,2003,8.68699036323202e-06
"2004","Boston","nerve",6,690688,2004,8.68699036323202e-06
"2005","Boston","nurse",6,690688,2005,8.68699036323202e-06
"2006","Boston","onset",6,690688,2006,8.68699036323202e-06
"2007","Boston","pedigree",6,690688,2007,8.68699036323202e-06
"2008","Boston","phony",6,690688,2008,8.68699036323202e-06
"2009","Boston","porn",6,690688,2009,8.68699036323202e-06
"2010","Boston","positivity",6,690688,2010,8.68699036323202e-06
"2011","Boston","pregnancy",6,690688,2011,8.68699036323202e-06
"2012","Boston","presumptuous",6,690688,2012,8.68699036323202e-06
"2013","Boston","procedure",6,690688,2013,8.68699036323202e-06
"2014","Boston","prohibit",6,690688,2014,8.68699036323202e-06
"2015","Boston","puma",6,690688,2015,8.68699036323202e-06
"2016","Boston","rapture",6,690688,2016,8.68699036323202e-06
"2017","Boston","regrettable",6,690688,2017,8.68699036323202e-06
"2018","Boston","repellent",6,690688,2018,8.68699036323202e-06
"2019","Boston","reverie",6,690688,2019,8.68699036323202e-06
"2020","Boston","salvation",6,690688,2020,8.68699036323202e-06
"2021","Boston","samurai",6,690688,2021,8.68699036323202e-06
"2022","Boston","scarcity",6,690688,2022,8.68699036323202e-06
"2023","Boston","scenic",6,690688,2023,8.68699036323202e-06
"2024","Boston","screech",6,690688,2024,8.68699036323202e-06
"2025","Boston","seductive",6,690688,2025,8.68699036323202e-06
"2026","Boston","servile",6,690688,2026,8.68699036323202e-06
"2027","Boston","sham",6,690688,2027,8.68699036323202e-06
"2028","Boston","shudder",6,690688,2028,8.68699036323202e-06
"2029","Boston","slender",6,690688,2029,8.68699036323202e-06
"2030","Boston","slime",6,690688,2030,8.68699036323202e-06
"2031","Boston","sluggish",6,690688,2031,8.68699036323202e-06
"2032","Boston","squeamish",6,690688,2032,8.68699036323202e-06
"2033","Boston","surround",6,690688,2033,8.68699036323202e-06
"2034","Boston","tarnish",6,690688,2034,8.68699036323202e-06
"2035","Boston","teacher",6,690688,2035,8.68699036323202e-06
"2036","Boston","teem",6,690688,2036,8.68699036323202e-06
"2037","Boston","terrify",6,690688,2037,8.68699036323202e-06
"2038","Boston","tower",6,690688,2038,8.68699036323202e-06
"2039","Boston","trump",6,690688,2039,8.68699036323202e-06
"2040","Boston","unattractive",6,690688,2040,8.68699036323202e-06
"2041","Boston","unintentionally",6,690688,2041,8.68699036323202e-06
"2042","Boston","unpopular",6,690688,2042,8.68699036323202e-06
"2043","Boston","unruly",6,690688,2043,8.68699036323202e-06
"2044","Boston","urgency",6,690688,2044,8.68699036323202e-06
"2045","Boston","vicious",6,690688,2045,8.68699036323202e-06
"2046","Boston","victim",6,690688,2046,8.68699036323202e-06
"2047","Boston","viper",6,690688,2047,8.68699036323202e-06
"2048","Boston","vivid",6,690688,2048,8.68699036323202e-06
"2049","Boston","vow",6,690688,2049,8.68699036323202e-06
"2050","Boston","wack",6,690688,2050,8.68699036323202e-06
"2051","Boston","whimper",6,690688,2051,8.68699036323202e-06
"2052","Boston","woot",6,690688,2052,8.68699036323202e-06
"2053","Boston","worm",6,690688,2053,8.68699036323202e-06
"2054","Boston","xmas",6,690688,2054,8.68699036323202e-06
"2055","Boston","zealous",6,690688,2055,8.68699036323202e-06
"2056","Boston","acclaim",5,690688,2056,7.23915863602669e-06
"2057","Boston","adhere",5,690688,2057,7.23915863602669e-06
"2058","Boston","alienate",5,690688,2058,7.23915863602669e-06
"2059","Boston","almighty",5,690688,2059,7.23915863602669e-06
"2060","Boston","amazement",5,690688,2060,7.23915863602669e-06
"2061","Boston","antsy",5,690688,2061,7.23915863602669e-06
"2062","Boston","astray",5,690688,2062,7.23915863602669e-06
"2063","Boston","attendance",5,690688,2063,7.23915863602669e-06
"2064","Boston","authority",5,690688,2064,7.23915863602669e-06
"2065","Boston","awkwardness",5,690688,2065,7.23915863602669e-06
"2066","Boston","babysitter",5,690688,2066,7.23915863602669e-06
"2067","Boston","barren",5,690688,2067,7.23915863602669e-06
"2068","Boston","betray",5,690688,2068,7.23915863602669e-06
"2069","Boston","bunker",5,690688,2069,7.23915863602669e-06
"2070","Boston","catastrophe",5,690688,2070,7.23915863602669e-06
"2071","Boston","chubby",5,690688,2071,7.23915863602669e-06
"2072","Boston","confession",5,690688,2072,7.23915863602669e-06
"2073","Boston","cram",5,690688,2073,7.23915863602669e-06
"2074","Boston","creep",5,690688,2074,7.23915863602669e-06
"2075","Boston","dandy",5,690688,2075,7.23915863602669e-06
"2076","Boston","dentist",5,690688,2076,7.23915863602669e-06
"2077","Boston","discomfort",5,690688,2077,7.23915863602669e-06
"2078","Boston","disrespect",5,690688,2078,7.23915863602669e-06
"2079","Boston","doomsday",5,690688,2079,7.23915863602669e-06
"2080","Boston","employ",5,690688,2080,7.23915863602669e-06
"2081","Boston","endeavor",5,690688,2081,7.23915863602669e-06
"2082","Boston","fermentation",5,690688,2082,7.23915863602669e-06
"2083","Boston","flatter",5,690688,2083,7.23915863602669e-06
